place,query_id,base_name,modifier,query,exact_query,polarity,purpose,origin,source_category_target,query_dimension_targets,task_run_id,plan_id,place_identity_sha256,planned_iteration_round,iteration_round,iteration_mode,language,retrieval_entry,plan_binding_sha256,audit_snapshot_sha256,target_confidence,gap_target,dimension_confidence_before_round,normalized_query_intent,query_definition_sha256,plan_row_sha256
北京路历史文化街区,Q027-b8e3d1cc70006201,北京路历史文化街区,客流分流 秩序 安全 环境治理,北京路历史文化街区 客流分流 秩序 安全 环境治理,"""北京路历史文化街区"" 客流分流 秩序 安全 环境治理",neutral,承载治理体验,place_or_alias,mixed,"[""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""mixed"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""承载治理体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""客流分流"",""秩序"",""安全"",""环境治理""]}",c1961f171d23d0813b7bcb9a91a27a07cb34b9d9ccc8476287a0af53d84935a8,d18134c3523f32ca0dc2d1c716329a78e2b87d2412ac6e9c1e28a8e3315285d4
北京路历史文化街区,Q028-b8e3d1cc70006201,北京路历史文化街区,游客居民冲突 噪声 垃圾,北京路历史文化街区 游客居民冲突 噪声 垃圾,"""北京路历史文化街区"" 游客居民冲突 噪声 垃圾",negative,承载治理体验负向,place_or_alias,mixed,"[""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""mixed"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""negative"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""承载治理体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""游客居民冲突"",""噪声"",""垃圾""]}",2bc51b3721b18604ef727fa935b7f8e7ed4c389d63e92296ff94cc41a17d1af9,268bc3e3559459122c6ab5bf804e6eebfb9a08ae8ddcd15de36a49772b104dba
北京路历史文化街区,Q029-b8e3d1cc70006201,北京路历史文化街区,居民 商户 游客 传承人,北京路历史文化街区 居民 商户 游客 传承人,"""北京路历史文化街区"" 居民 商户 游客 传承人",neutral,主体差异,place_or_alias,mixed,"[""在地文化特征"",""生活文化延续"",""文化实践体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""mixed"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""在地文化特征"",""文化实践体验"",""生活文化延续""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""居民"",""商户"",""游客"",""传承人""]}",0f8e56020f176811609b3ff8ae86372f0deb375429f0fdb964931e4129fb83b6,a8bbb2b8fcc09d52aa5e58b73270dedb337820b90377854d6e8a2728655bff87
北京路历史文化街区,Q030-b8e3d1cc70006201,北京路历史文化街区,工作日 周末 节假日 白天 夜间,北京路历史文化街区 工作日 周末 节假日 白天 夜间,"""北京路历史文化街区"" 工作日 周末 节假日 白天 夜间",neutral,时间与场景差异,place_or_alias,mixed,"[""生活文化延续"",""文化实践体验"",""场所氛围体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""mixed"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""场所氛围体验"",""文化实践体验"",""生活文化延续""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""工作日"",""周末"",""节假日"",""白天"",""夜间""]}",743e88dece54fb57a50e6141446695308ff58732d60b8838e0c0820c8cf888d8,777a22f10851a7fdaa90a5fd2ec5a877fe33f6f040237d0fe889e3ca7c6a5870
北京路历史文化街区,Q031-b8e3d1cc70006201,北京路历史文化街区,地方文化,北京路历史文化街区 地方文化,"""北京路历史文化街区"" 地方文化",neutral,地方文化关键词,place_or_alias,mixed,"[""历史文化感知"",""在地文化特征""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""mixed"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""历史文化感知"",""在地文化特征""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""地方文化""]}",8ebaff5f4c8e097150fc40a0be43b17c5a63af8be9aea2a06a6525b111e9b28d,534c087233d4aff30fbc1859cd83b2e1e60c5590219add6fa97e56ef685b008c
北京路历史文化街区,Q032-b8e3d1cc70006201,北京路历史文化街区,改造前后,北京路历史文化街区 改造前后,"""北京路历史文化街区"" 改造前后",neutral,时间变化,place_or_alias,mixed,"[""生活文化延续"",""保护活化感知""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""mixed"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""保护活化感知"",""生活文化延续""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""改造前后""]}",5aed1e50c71ee5cbf67601f09350a803e6ac62ea9a5b5c53c297b06be0dcf9b3,be223f2833a98d100b05288ffe1e8f8649c4f050109c60098a28ba92dba04156
北京路历史文化街区,Q033-b8e3d1cc70006201,北京路历史文化街区,政府 官网,北京路历史文化街区 政府 官网,"""北京路历史文化街区"" 政府 官网",neutral,官方身份、范围与开放信息,source_diversity,official,"[""历史文化感知"",""保护活化感知"",""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""official"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""保护活化感知"",""历史文化感知"",""承载治理体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""政府"",""官网""]}",a26d1756069776de780371315f21918786f404ad470babadf096e6646d174add,ff00da349eb7faa66d5bd8b117f56279f41632023b83ad9dd2c46e45515cebbb
北京路历史文化街区,Q034-b8e3d1cc70006201,北京路历史文化街区,政府 开放数据,北京路历史文化街区 政府 开放数据,"""北京路历史文化街区"" 政府 开放数据",neutral,政府公开数据,source_diversity,government_open_data,"[""生活文化延续"",""保护活化感知"",""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""government_open_data"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""保护活化感知"",""承载治理体验"",""生活文化延续""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""政府"",""开放数据""]}",6e450767204ada7dca14bb0aa85cf7b0f38d40c940871352b9a45c1d1906a736,5c006ffdb10e8558f505e1f6c0476f855ab0b36e60f83d51953067c46b6bfa76
北京路历史文化街区,Q035-b8e3d1cc70006201,北京路历史文化街区,文物 保护名录,北京路历史文化街区 文物 保护名录,"""北京路历史文化街区"" 文物 保护名录",neutral,遗产或保护名录,source_diversity,heritage_registry,"[""历史文化感知"",""保护活化感知""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""heritage_registry"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""保护活化感知"",""历史文化感知""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""文物"",""保护名录""]}",7c62374bdfa23fbcae9c1fd65a0b135b819db73829e492b83a745079f0e6937c,b10a97a5cc72a8f85d5f0b61008764d20efe6f34c259607dacdb96f503f8de0c
北京路历史文化街区,Q036-b8e3d1cc70006201,北京路历史文化街区,博物馆 场馆,北京路历史文化街区 博物馆 场馆,"""北京路历史文化街区"" 博物馆 场馆",neutral,场馆与文化机构,source_diversity,museum_venue,"[""历史文化感知"",""文化实践体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""museum_venue"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""历史文化感知"",""文化实践体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""博物馆"",""场馆""]}",98c8b5efa7597a65c20f49d98d7cd9035ed04a1a41d513e469b7ee7095712b48,0d826c5097f25e816d400dadc8c7998ba8fe602ef91abbb58e0da2c7802833c2
北京路历史文化街区,Q037-b8e3d1cc70006201,北京路历史文化街区,新闻 报道,北京路历史文化街区 新闻 报道,"""北京路历史文化街区"" 新闻 报道",neutral,新闻事件与社会关注,source_diversity,news,"[""生活文化延续"",""保护活化感知"",""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""news"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""保护活化感知"",""承载治理体验"",""生活文化延续""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""新闻"",""报道""]}",8b2073e9d014a0f3548733508d4a4c9821fa5e0cc40d4cff0e398cd5f48a83a2,3417eec07ff0bae2fdf4ff1b3179ae437ec7955640106cb3db958e4332576006
北京路历史文化街区,Q038-b8e3d1cc70006201,北京路历史文化街区,规划 建筑 保护,北京路历史文化街区 规划 建筑 保护,"""北京路历史文化街区"" 规划 建筑 保护",neutral,规划、建筑与保护专业资料,source_diversity,professional,"[""历史文化感知"",""保护活化感知""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""professional"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""保护活化感知"",""历史文化感知""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""规划"",""建筑"",""保护""]}",f11dbce8e4fbfb208bb0d3c8420d8179ca51c9a60f8c9feec520ad4650eb2906,2e4e553a7aeb390955c137a20489ddc4c0726e8633d0258a64970c83aa639658
北京路历史文化街区,Q039-b8e3d1cc70006201,北京路历史文化街区,论文 研究,北京路历史文化街区 论文 研究,"""北京路历史文化街区"" 论文 研究",neutral,学术研究,source_diversity,academic,"[""历史文化感知"",""生活文化延续"",""保护活化感知""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""academic"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""保护活化感知"",""历史文化感知"",""生活文化延续""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""论文"",""研究""]}",1a11d16ba07d523a03cec0e384390128cdef94c9753ecb060dd27370d7148a90,2d8abde54103c86dcd275a213333aab93dc2e52b3435a5ddc3587f2ac6f818f2
北京路历史文化街区,Q040-b8e3d1cc70006201,北京路历史文化街区,百科 历史,北京路历史文化街区 百科 历史,"""北京路历史文化街区"" 百科 历史",neutral,百科与交叉核验,source_diversity,encyclopedic,"[""历史文化感知"",""在地文化特征""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""encyclopedic"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""历史文化感知"",""在地文化特征""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""百科"",""历史""]}",91aefbe5fa2f6cf822447cdf48e1513f278a611a4728ab8e9a7b104b0603509e,60be806d360be5b280f6c5ec9812e73c606b942bd27912df27713e5e01d6af7d
北京路历史文化街区,Q041-b8e3d1cc70006201,北京路历史文化街区,游客 评价,北京路历史文化街区 游客 评价,"""北京路历史文化街区"" 游客 评价",neutral,公开用户评价，不限定大众点评或小红书,source_diversity,user_review,"[""文化实践体验"",""场所氛围体验"",""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""user_review"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""场所氛围体验"",""承载治理体验"",""文化实践体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""游客"",""评价""]}",aeb048a91ecbe8f309bba173eb22d03eeaa2e5b97e45e23d30c4e2a9d3f4a326,fbf1f19776cde5a948c3738daefcbf93387709bd876f35b4a45b2205efe0b4d5
北京路历史文化街区,Q042-b8e3d1cc70006201,北京路历史文化街区,地图 评价,北京路历史文化街区 地图 评价,"""北京路历史文化街区"" 地图 评价",neutral,地图平台公开体验,source_diversity,map_review,"[""场所氛围体验"",""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""map_review"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""场所氛围体验"",""承载治理体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""地图"",""评价""]}",f9a1370edb9cfbf793eac8efdee01404b9e2c227a248fca09057433660b3113a,6f7336b30a74df7c54b1b51731bcad1309f85072b61b57cc48ad2501f3fd39f0
北京路历史文化街区,Q043-b8e3d1cc70006201,北京路历史文化街区,游记 攻略,北京路历史文化街区 游记 攻略,"""北京路历史文化街区"" 游记 攻略",neutral,旅游平台与旅行社区,source_diversity,travel_ugc,"[""历史文化感知"",""文化实践体验"",""场所氛围体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""travel_ugc"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""历史文化感知"",""场所氛围体验"",""文化实践体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""游记"",""攻略""]}",4fdfca86e8b3dd6ceda7e9374824eefc8300152d643b78aa43d0fee324dc676a,1ca50273dfef8d289212720a934158f820f0c097c2988c5c63d900134a8cc33a
北京路历史文化街区,Q044-b8e3d1cc70006201,北京路历史文化街区,微博 抖音 哔哩哔哩 知乎,北京路历史文化街区 微博 抖音 哔哩哔哩 知乎,"""北京路历史文化街区"" 微博 抖音 哔哩哔哩 知乎",neutral,公开社交和内容平台,source_diversity,social_content,"[""在地文化特征"",""文化实践体验"",""场所氛围体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""social_content"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""在地文化特征"",""场所氛围体验"",""文化实践体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""微博"",""抖音"",""哔哩哔哩"",""知乎""]}",d4ec0fafd5753db3bfc9898514d1125c33695a7151ae652b0e33adc3885ef7a1,0bfc75609a076e758434aa3160d15f42e20e0da8ce13434487e5b216f34fd184
北京路历史文化街区,Q045-b8e3d1cc70006201,北京路历史文化街区,博客 公众号 游记,北京路历史文化街区 博客 公众号 游记,"""北京路历史文化街区"" 博客 公众号 游记",neutral,博客与长篇体验,source_diversity,blog_travel,"[""历史文化感知"",""在地文化特征"",""场所氛围体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""blog_travel"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""历史文化感知"",""在地文化特征"",""场所氛围体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""博客"",""公众号"",""游记""]}",136e48ff9c8a504d7b39dfec39fec71c13d88f7672438447da3ee96391403f00,5bd7ea51fb9f0e152cd5705aeae4f4a752781379ba83869e248b3ecddbe2b93c
北京路历史文化街区,Q046-b8e3d1cc70006201,北京路历史文化街区,论坛 讨论,北京路历史文化街区 论坛 讨论,"""北京路历史文化街区"" 论坛 讨论",neutral,地方论坛和公共讨论,source_diversity,local_forum,"[""生活文化延续"",""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""local_forum"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""承载治理体验"",""生活文化延续""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""论坛"",""讨论""]}",5ea180a965baaa1141a74fc93f825edaf3220a3e291dd282ab5008bfdf0b6ff6,3857b0569392554a37e9fc706f633d646020f58eec24fb5bba52a904a628be02
北京路历史文化街区,Q047-b8e3d1cc70006201,北京路历史文化街区,居民 社区 生活,北京路历史文化街区 居民 社区 生活,"""北京路历史文化街区"" 居民 社区 生活",neutral,居民和社区生活,source_diversity,community_content,"[""在地文化特征"",""生活文化延续"",""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""community_content"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""在地文化特征"",""承载治理体验"",""生活文化延续""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""居民"",""社区"",""生活""]}",395f3d2dc8f5f69eb8d3207c07bd87a5656a19a2929a0426720b3bf26364a8d7,3d31c08653bf800947d52d8219c243849930a4358543f55798e42324e429435c
北京路历史文化街区,Q048-b8e3d1cc70006201,北京路历史文化街区,地址 开放时间 电话,北京路历史文化街区 地址 开放时间 电话,"""北京路历史文化街区"" 地址 开放时间 电话",neutral,目录与基础信息交叉核验,source_diversity,business_directory,"[""保护活化感知"",""承载治理体验""]",RUN-a31a13821d1641a1996c8c85ca1a2eb7,PLAN-b8e3d1cc70006201b7270b6d,49a31fc636b892d3400f722c768ad32d39498d20ef08dd1b884069eeb98c07c3,0,0,,zh,,b8e3d1cc70006201b7270b6d627d124f519c940b374bde1270dad4c3bb0fafff,,,,,"{""category"":""business_directory"",""iteration_mode"":"""",""language"":""zh"",""place"":""北京路历史文化街区"",""platform"":"""",""polarity"":""neutral"",""retrieval_entry"":"""",""subject"":"""",""targets"":[""保护活化感知"",""承载治理体验""],""time_range"":"""",""tokens"":[""北京路历史文化街区"",""地址"",""开放时间"",""电话""]}",2935f3d64b3e2fad6453927d29d62c241c344553d557875c4992abeb188dea16,9cf67a50929581bc5dd6d2a2ffec87f69c88a3efccde0c662db5c3ae9959e51a
